StockCode,text,description,category,seasonality,gifting,perishability,price_tier,impulse,substitute_group
82580,Novelty bathroom metal sign Category: home_decor. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: metal_sign.,Novelty bathroom metal sign,home_decor,none,low,durable,budget,high,metal_sign
85174,Set of four cacti-shaped candles Category: candles. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: candle.,Set of four cacti-shaped candles,candles,none,medium,semi_durable,mid,high,candle
11001,Assorted design racing car pen Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: pen.,Assorted design racing car pen,stationery,none,low,semi_durable,budget,high,pen
21746,Small red retrospot garden windmill Category: garden. Seasonality: spring_summer. Gifting: low. Price tier: budget. Impulse: high. Substitute group: windmill.,Small red retrospot garden windmill,garden,spring_summer,low,durable,budget,high,windmill
21876,Pottering design ceramic mug Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: mug.,Pottering design ceramic mug,kitchenware,none,medium,durable,budget,high,mug
21114,Lavender scented fabric heart Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: scented_heart.,Lavender scented fabric heart,home_decor,valentine,medium,semi_durable,budget,high,scented_heart
22644,Ceramic cherry cake money bank Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: money_bank.,Ceramic cherry cake money bank,home_decor,none,medium,durable,budget,high,money_bank
72351A,Set of six turquoise butterfly tealights Category: candles. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: tlight_candles.,Set of six turquoise butterfly tealights,candles,none,low,semi_durable,budget,high,tlight_candles
22626,Black retro kitchen weighing scales Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: kitchen_scales.,Black retro kitchen weighing scales,kitchenware,none,high,durable,premium,low,kitchen_scales
22282,Painted wood twelve-egg storage house Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: egg_holder.,Painted wood twelve-egg storage house,kitchenware,none,high,durable,premium,low,egg_holder
22029,Spaceboy design birthday card Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: greeting_card.,Spaceboy design birthday card,stationery,none,low,semi_durable,budget,high,greeting_card
21737,Set of three wicker log baskets Category: home_storage. Seasonality: none. Gifting: medium. Price tier: premium. Impulse: low. Substitute group: baskets.,Set of three wicker log baskets,home_storage,none,medium,durable,premium,low,baskets
23382,Box of six Christmas cake decorations Category: christmas_decor. Seasonality: christmas. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cake_decorations.,Box of six Christmas cake decorations,christmas_decor,christmas,low,semi_durable,budget,high,cake_decorations
21561,Dinosaur lunch box with cutlery Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: lunch_box.,Dinosaur lunch box with cutlery,kitchenware,none,medium,durable,mid,high,lunch_box
22907,Pack of 20 pantry design napkins Category: kitchenware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: paper_napkins.,Pack of 20 pantry design napkins,kitchenware,none,low,semi_durable,budget,medium,paper_napkins
22567,Set of 20 retrospot dolly clothes pegs Category: home_utility. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: clothes_pegs.,Set of 20 retrospot dolly clothes pegs,home_utility,none,low,durable,budget,medium,clothes_pegs
21625,Vintage Union Jack kitchen apron Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: apron.,Vintage Union Jack kitchen apron,kitchenware,none,medium,durable,mid,low,apron
22577,Scandinavian wooden heart Christmas decoration Category: christmas_decor. Seasonality: christmas. Gifting: low. Price tier: budget. Impulse: high. Substitute group: christmas_decoration.,Scandinavian wooden heart Christmas decoration,christmas_decor,christmas,low,durable,budget,high,christmas_decoration
22781,Gumball-machine style magazine rack Category: home_storage. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: magazine_rack.,Gumball-machine style magazine rack,home_storage,none,medium,durable,mid,low,magazine_rack
23083,Set of six star paper table lanterns Category: party. Seasonality: christmas. Gifting: low. Price tier: mid. Impulse: medium. Substitute group: paper_lantern.,Set of six star paper table lanterns,party,christmas,low,semi_durable,mid,medium,paper_lantern
22414,Coir doormat reading Neighbourhood Witch Category: home_decor. Seasonality: halloween. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: doormat.,Coir doormat reading Neighbourhood Witch,home_decor,halloween,medium,durable,mid,medium,doormat
22618,Retrospot children's cooking set Category: baking. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: baking_set.,Retrospot children's cooking set,baking,none,high,durable,premium,low,baking_set
21700,Big doughnut novelty fridge magnets Category: novelty. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: fridge_magnet.,Big doughnut novelty fridge magnets,novelty,none,low,durable,budget,high,fridge_magnet
21981,Pack of 12 woodland design tissues Category: novelty. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: tissues.,Pack of 12 woodland design tissues,novelty,none,low,semi_durable,budget,high,tissues
37450,Ceramic cake bowl with hanging cake decorations Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: bowl.,Ceramic cake bowl with hanging cake decorations,kitchenware,none,medium,durable,mid,low,bowl
22187,Green Christmas tree card holder Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: card_holder.,Green Christmas tree card holder,christmas_decor,christmas,medium,durable,mid,medium,card_holder
23236,Vintage doily design storage tin Category: home_storage. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: storage_tin.,Vintage doily design storage tin,home_storage,none,medium,durable,mid,medium,storage_tin
10002,Inflatable political globe novelty Category: novelty. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: novelty.,Inflatable political globe novelty,novelty,none,low,semi_durable,budget,high,novelty
22810,Set of six snowmen-shaped tealights Category: candles. Seasonality: christmas. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: tlight_candles.,Set of six snowmen-shaped tealights,candles,christmas,medium,semi_durable,mid,high,tlight_candles
21984,Pack of 12 pink paisley tissues Category: novelty. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: tissues.,Pack of 12 pink paisley tissues,novelty,none,low,semi_durable,budget,high,tissues
21107,Cream slice flannel with pink spot Category: bathroom. Seasonality: none. Gifting: low. Price tier: mid. Impulse: high. Substitute group: flannel.,Cream slice flannel with pink spot,bathroom,none,low,semi_durable,mid,high,flannel
23320,Giant 1950s Christmas cracker Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: crackers.,Giant 1950s Christmas cracker,christmas_decor,christmas,medium,semi_durable,budget,high,crackers
23215,Antique silver jingle bell heart decoration Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: christmas_decoration.,Antique silver jingle bell heart decoration,christmas_decor,christmas,medium,durable,budget,high,christmas_decoration
21992,Vintage paisley stationery set Category: stationery. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: stationery_set.,Vintage paisley stationery set,stationery,none,medium,semi_durable,budget,high,stationery_set
21497,Fancy fonts birthday gift wrap Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: gift_wrap.,Fancy fonts birthday gift wrap,stationery,none,low,semi_durable,budget,high,gift_wrap
23543,Wall art print reading Keep Calm Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: wall_art.,Wall art print reading Keep Calm,home_decor,none,medium,durable,mid,medium,wall_art
21903,Novelty metal sign reading Man Flu Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: metal_sign.,Novelty metal sign reading Man Flu,home_decor,none,medium,durable,budget,high,metal_sign
22563,Happy stencil craft kit Category: craft. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: craft_set.,Happy stencil craft kit,craft,none,low,semi_durable,budget,high,craft_set
22938,Set of six cupcake lace paper wraps Category: baking. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cake_cases.,Set of six cupcake lace paper wraps,baking,none,low,semi_durable,budget,high,cake_cases
23283,Coir doormat with vintage leaf design Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: doormat.,Coir doormat with vintage leaf design,home_decor,none,medium,durable,mid,low,doormat
23293,Set of 12 fairy cake paper baking cases Category: baking. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cake_cases.,Set of 12 fairy cake paper baking cases,baking,none,low,semi_durable,budget,high,cake_cases
22498,Wooden regatta bunting decoration Category: party. Seasonality: spring_summer. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: bunting.,Wooden regatta bunting decoration,party,spring_summer,medium,durable,mid,medium,bunting
22845,Vintage cream cat food storage container Category: pet. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: pet_container.,Vintage cream cat food storage container,pet,none,medium,durable,mid,low,pet_container
22780,Pink butterflies light garland Category: lighting. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: string_lights.,Pink butterflies light garland,lighting,none,medium,durable,mid,medium,string_lights
37448,Spotted ceramic cake design mug Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: mug.,Spotted ceramic cake design mug,kitchenware,none,medium,durable,budget,high,mug
22377,Retrospot bottle carrier bag Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: bottle_bag.,Retrospot bottle carrier bag,bags,none,low,durable,budget,medium,bottle_bag
23254,Children's Dolly Girl cutlery set Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: cutlery_set.,Children's Dolly Girl cutlery set,kitchenware,none,medium,durable,mid,medium,cutlery_set
35004B,Set of three black flying duck wall decorations Category: home_decor. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: flying_ducks.,Set of three black flying duck wall decorations,home_decor,none,high,durable,mid,low,flying_ducks
21563,Red heart-shaped love bucket Category: home_decor. Seasonality: valentine. Gifting: high. Price tier: mid. Impulse: high. Substitute group: novelty.,Red heart-shaped love bucket,home_decor,valentine,high,durable,mid,high,novelty
20973,Tube of 12 small woodland design pencils Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: pencils.,Tube of 12 small woodland design pencils,stationery,none,low,semi_durable,budget,high,pencils
22378,Retrospot fabric wall tidy organiser Category: home_storage. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: wall_organiser.,Retrospot fabric wall tidy organiser,home_storage,none,medium,durable,mid,medium,wall_organiser
21768,Wall-mounted vintage organiser rack Category: home_storage. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: wall_organiser.,Wall-mounted vintage organiser rack,home_storage,none,high,durable,premium,low,wall_organiser
22311,Black and silver USB office mug warmer Category: office. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: mug_warmer.,Black and silver USB office mug warmer,office,none,medium,durable,mid,medium,mug_warmer
22085,Make-your-own paper chain kit in skulls design Category: party. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: paper_chain_kit.,Make-your-own paper chain kit in skulls design,party,none,medium,semi_durable,mid,medium,paper_chain_kit
22220,White two-tier lovebird cake stand Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: cake_stand.,White two-tier lovebird cake stand,kitchenware,none,high,durable,premium,low,cake_stand
23109,Pack of six LED tea lights Category: lighting. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: led_tealights.,Pack of six LED tea lights,lighting,none,low,semi_durable,budget,high,led_tealights
22575,Metal Merry Christmas wreath decoration Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: christmas_decoration.,Metal Merry Christmas wreath decoration,christmas_decor,christmas,medium,durable,budget,high,christmas_decoration
37500,Tea time teapot presented in a gift box Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: teapot.,Tea time teapot presented in a gift box,kitchenware,none,high,durable,premium,low,teapot
22431,Blue elephant children's watering can Category: garden. Seasonality: spring_summer. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: watering_can.,Blue elephant children's watering can,garden,spring_summer,medium,durable,budget,high,watering_can
22430,Cream enamel watering can Category: garden. Seasonality: spring_summer. Gifting: high. Price tier: mid. Impulse: low. Substitute group: watering_can.,Cream enamel watering can,garden,spring_summer,high,durable,mid,low,watering_can
23103,Jingle bell heart hanging decoration Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: christmas_decoration.,Jingle bell heart hanging decoration,christmas_decor,christmas,medium,durable,budget,high,christmas_decoration
22746,Poppy's Playhouse living room dolls house toy Category: toys. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: dolls_house.,Poppy's Playhouse living room dolls house toy,toys,none,high,durable,mid,medium,dolls_house
47502,"Polka-dot cutlery set, 24 pieces in a tray Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: cutlery_set.","Polka-dot cutlery set, 24 pieces in a tray",kitchenware,none,high,durable,premium,low,cutlery_set
22059,Ceramic strawberry design mug Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: mug.,Ceramic strawberry design mug,kitchenware,none,medium,durable,budget,high,mug
23541,Wall art print of classic puddings Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: wall_art.,Wall art print of classic puddings,home_decor,none,medium,durable,mid,medium,wall_art
21989,Pack of 20 skull paper napkins Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: paper_napkins.,Pack of 20 skull paper napkins,party,none,low,semi_durable,budget,high,paper_napkins
47599B,Blue party bags Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: party_bag.,Blue party bags,party,none,low,semi_durable,budget,high,party_bag
85175,Cacti-shaped tealight candles Category: candles. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: tlight_candles.,Cacti-shaped tealight candles,candles,none,low,semi_durable,budget,high,tlight_candles
22898,Children's apron in apples design Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: apron.,Children's apron in apples design,kitchenware,none,medium,durable,budget,medium,apron
23297,Set of 40 heart-shaped petit four cases Category: baking. Seasonality: valentine. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cake_cases.,Set of 40 heart-shaped petit four cases,baking,valentine,low,semi_durable,budget,high,cake_cases
22432,Pink bunny children's watering can Category: garden. Seasonality: spring_summer. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: watering_can.,Pink bunny children's watering can,garden,spring_summer,medium,durable,budget,high,watering_can
23008,Dolly Girl baby gift set Category: toys. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: gift_set.,Dolly Girl baby gift set,toys,none,high,durable,premium,low,gift_set
23229,Vintage pin the tail on the donkey game Category: toys. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: party_game.,Vintage pin the tail on the donkey game,toys,none,medium,semi_durable,mid,medium,party_game
22221,Pink two-tier lovebird cake stand Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: cake_stand.,Pink two-tier lovebird cake stand,kitchenware,none,high,durable,premium,low,cake_stand
22661,Folding charlotte shopping bag in Dolly Girl design Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: charlotte_bag.,Folding charlotte shopping bag in Dolly Girl design,bags,none,low,durable,budget,high,charlotte_bag
22526,Children's metal wheelbarrow Category: garden. Seasonality: spring_summer. Gifting: high. Price tier: premium. Impulse: low. Substitute group: garden_toy.,Children's metal wheelbarrow,garden,spring_summer,high,durable,premium,low,garden_toy
23480,Mini woodland mushrooms string lights Category: lighting. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: string_lights.,Mini woodland mushrooms string lights,lighting,none,medium,durable,mid,medium,string_lights
23247,1950s Christmas design biscuit tin Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: biscuit_tin.,1950s Christmas design biscuit tin,christmas_decor,christmas,medium,durable,budget,medium,biscuit_tin
21592,Retrospot cigar box of matches Category: home_utility. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: matches.,Retrospot cigar box of matches,home_utility,none,low,semi_durable,budget,high,matches
22080,Reel of spots design decorative ribbon Category: craft. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: ribbon.,Reel of spots design decorative ribbon,craft,none,low,semi_durable,budget,medium,ribbon
85047,White beaded garland string of 20 lights Category: lighting. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: string_lights.,White beaded garland string of 20 lights,lighting,none,medium,durable,mid,medium,string_lights
23169,Classic glass cookie storage jar Category: kitchenware. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: storage_jar.,Classic glass cookie storage jar,kitchenware,none,high,durable,mid,low,storage_jar
21494,Rotating leaves tealight holder Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: tlight_holder.,Rotating leaves tealight holder,home_decor,none,medium,durable,budget,high,tlight_holder
85014D,Pink and brown dots ruffled umbrella Category: accessories. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: umbrella.,Pink and brown dots ruffled umbrella,accessories,none,medium,durable,mid,medium,umbrella
85068,Cream sweetheart-style shelf with hooks Category: home_storage. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: shelf.,Cream sweetheart-style shelf with hooks,home_storage,none,high,durable,mid,low,shelf
85062,Pearl crystal pumpkin tealight holder Category: home_decor. Seasonality: halloween. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: tlight_holder.,Pearl crystal pumpkin tealight holder,home_decor,halloween,medium,durable,budget,high,tlight_holder
22142,Christmas craft white fairy decoration kit Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: felt_craft.,Christmas craft white fairy decoration kit,christmas_decor,christmas,medium,durable,budget,medium,felt_craft
21240,Blue polka-dot ceramic cup Category: kitchenware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cup.,Blue polka-dot ceramic cup,kitchenware,none,low,durable,budget,high,cup
16156S,Pink fairy cakes design gift wrap Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: gift_wrap.,Pink fairy cakes design gift wrap,stationery,none,low,semi_durable,budget,high,gift_wrap
79067,Corona Mexican-style serving tray Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: tray.,Corona Mexican-style serving tray,kitchenware,none,medium,durable,mid,medium,tray
84968A,Set of 16 vintage rose cutlery Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: cutlery_set.,Set of 16 vintage rose cutlery,kitchenware,none,high,durable,premium,low,cutlery_set
22849,Mint diner-style bread bin Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: bread_bin.,Mint diner-style bread bin,kitchenware,none,high,durable,premium,low,bread_bin
22833,Hall cabinet with three drawers furniture Category: furniture. Seasonality: none. Gifting: low. Price tier: premium. Impulse: low. Substitute group: cabinet.,Hall cabinet with three drawers furniture,furniture,none,low,durable,premium,low,cabinet
21201,Tropical honeycomb paper garland Category: party. Seasonality: spring_summer. Gifting: low. Price tier: mid. Impulse: medium. Substitute group: garland.,Tropical honeycomb paper garland,party,spring_summer,low,semi_durable,mid,medium,garland
15060B,Fairy cake design umbrella Category: accessories. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: umbrella.,Fairy cake design umbrella,accessories,none,medium,durable,mid,medium,umbrella
22332,Skulls party bag and sticker set Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: party_bag.,Skulls party bag and sticker set,party,none,low,semi_durable,budget,high,party_bag
22364,Glass jar labelled Digestive Biscuits Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: storage_jar.,Glass jar labelled Digestive Biscuits,kitchenware,none,medium,durable,mid,medium,storage_jar
22578,Scandinavian wooden star Christmas decoration Category: christmas_decor. Seasonality: christmas. Gifting: low. Price tier: budget. Impulse: high. Substitute group: christmas_decoration.,Scandinavian wooden star Christmas decoration,christmas_decor,christmas,low,durable,budget,high,christmas_decoration
21500,Pink polka-dot gift wrap Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: gift_wrap.,Pink polka-dot gift wrap,stationery,none,low,semi_durable,budget,high,gift_wrap
21239,Pink polka-dot ceramic cup Category: kitchenware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cup.,Pink polka-dot ceramic cup,kitchenware,none,low,durable,budget,high,cup
22596,Christmas star wish list chalkboard Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: chalkboard.,Christmas star wish list chalkboard,christmas_decor,christmas,medium,durable,budget,medium,chalkboard
22065,Christmas pudding shaped trinket pot Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: trinket_box.,Christmas pudding shaped trinket pot,christmas_decor,christmas,medium,durable,budget,high,trinket_box
22148,Easter craft kit making four chicks Category: craft. Seasonality: easter. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: felt_craft.,Easter craft kit making four chicks,craft,easter,medium,durable,budget,medium,felt_craft
23311,Vintage Christmas fabric stocking Category: christmas_decor. Seasonality: christmas. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: christmas_stocking.,Vintage Christmas fabric stocking,christmas_decor,christmas,high,durable,mid,medium,christmas_stocking
47559B,Tea Time design oven glove Category: kitchenware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: oven_glove.,Tea Time design oven glove,kitchenware,none,low,durable,budget,medium,oven_glove
23553,Camden Town landmark picture frame Category: home_decor. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: frame.,Camden Town landmark picture frame,home_decor,none,high,durable,premium,low,frame
23188,Vintage two-metre folding ruler Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: ruler.,Vintage two-metre folding ruler,stationery,none,low,durable,budget,medium,ruler
22783,Set of three wicker oval baskets with lids Category: home_storage. Seasonality: none. Gifting: medium. Price tier: premium. Impulse: low. Substitute group: baskets.,Set of three wicker oval baskets with lids,home_storage,none,medium,durable,premium,low,baskets
23571,Traditional noughts and crosses game Category: toys. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: wooden_game.,Traditional noughts and crosses game,toys,none,medium,durable,budget,high,wooden_game
23134,Large zinc heart wall organiser Category: home_storage. Seasonality: valentine. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: wall_organiser.,Large zinc heart wall organiser,home_storage,valentine,medium,durable,mid,low,wall_organiser
22063,Ceramic bowl with strawberry design Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: bowl.,Ceramic bowl with strawberry design,kitchenware,none,medium,durable,mid,medium,bowl
22848,Pink diner-style bread bin Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: bread_bin.,Pink diner-style bread bin,kitchenware,none,high,durable,premium,low,bread_bin
22906,Set of 12 message cards with envelopes Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: greeting_card.,Set of 12 message cards with envelopes,stationery,none,low,semi_durable,budget,high,greeting_card
22979,Pantry design washing up brush Category: home_utility. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: washing_brush.,Pantry design washing up brush,home_utility,none,low,semi_durable,budget,medium,washing_brush
22582,Pack of six sweetie gift boxes Category: stationery. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: gift_box.,Pack of six sweetie gift boxes,stationery,none,medium,semi_durable,mid,medium,gift_box
84520B,Pack of 20 English rose paper napkins Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: paper_napkins.,Pack of 20 English rose paper napkins,party,none,low,semi_durable,budget,high,paper_napkins
23307,Set of 60 pantry design cake cases Category: baking. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cake_cases.,Set of 60 pantry design cake cases,baking,none,low,semi_durable,budget,high,cake_cases
22460,Embossed glass tealight holder Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: tlight_holder.,Embossed glass tealight holder,home_decor,none,medium,durable,budget,high,tlight_holder
23172,Pink Regency-style tea plate Category: kitchenware. Seasonality: none. Gifting: high. Price tier: budget. Impulse: medium. Substitute group: tea_plate.,Pink Regency-style tea plate,kitchenware,none,high,durable,budget,medium,tea_plate
22185,Natural slate tile hanging decoration Category: home_decor. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: hanging_decoration.,Natural slate tile hanging decoration,home_decor,none,low,durable,budget,medium,hanging_decoration
22435,Set of nine heart-shaped balloons Category: party. Seasonality: valentine. Gifting: low. Price tier: budget. Impulse: high. Substitute group: balloons.,Set of nine heart-shaped balloons,party,valentine,low,semi_durable,budget,high,balloons
22830,Utility cabinet with hooks furniture Category: furniture. Seasonality: none. Gifting: low. Price tier: premium. Impulse: low. Substitute group: cabinet.,Utility cabinet with hooks furniture,furniture,none,low,durable,premium,low,cabinet
84884A,Antique white wire heart spiral decoration Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: hanging_heart.,Antique white wire heart spiral decoration,home_decor,valentine,medium,durable,mid,high,hanging_heart
22278,Vintage rose paisley overnight bag Category: bags. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: travel_bag.,Vintage rose paisley overnight bag,bags,none,high,durable,mid,low,travel_bag
22196,Small heart-shaped measuring spoons Category: kitchenware. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: measuring_spoons.,Small heart-shaped measuring spoons,kitchenware,valentine,medium,durable,budget,high,measuring_spoons
22855,Fine woven wicker heart decoration Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: wicker_heart.,Fine woven wicker heart decoration,home_decor,valentine,medium,durable,budget,high,wicker_heart
21730,Frosted glass star tealight holder Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: tlight_holder.,Frosted glass star tealight holder,home_decor,none,medium,durable,mid,high,tlight_holder
72802C,Vanilla scented candle in a jewelled box Category: candles. Seasonality: none. Gifting: high. Price tier: mid. Impulse: high. Substitute group: candle.,Vanilla scented candle in a jewelled box,candles,none,high,semi_durable,mid,high,candle
21584,Retrospot small tube of matches Category: home_utility. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: matches.,Retrospot small tube of matches,home_utility,none,low,semi_durable,budget,high,matches
20751,Assorted funky washing up gloves Category: home_utility. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: washing_gloves.,Assorted funky washing up gloves,home_utility,none,low,semi_durable,budget,medium,washing_gloves
