StockCode,real_description,median_price,total_qty,total_revenue,n_invoices,first_seen,last_seen
21497,FANCY FONTS BIRTHDAY WRAP,0.42,17625,7030.5,485,2009-12-01 14:40:00,2011-12-09 12:16:00
23543,WALL ART KEEP CALM,8.25,1237,7019.01,103,2011-10-03 11:26:00,2011-12-08 18:43:00
21903,MAN FLU METAL SIGN,2.1,3476,7018.1900000000005,407,2009-12-03 14:39:00,2011-12-08 15:51:00
22563,HAPPY STENCIL CRAFT,1.25,6012,7012.610000000001,533,2010-03-24 13:15:00,2011-12-08 16:30:00
22938,CUPCAKE LACE PAPER SET 6,1.95,3746,7006.299999999999,273,2010-09-20 14:38:00,2011-12-08 16:30:00
23283,DOORMAT VINTAGE LEAF,7.95,994,7003.38,233,2011-04-27 13:06:00,2011-12-08 19:29:00
23293,SET OF 12 FAIRY CAKE BAKING CASES,0.83,8486,7001.99,552,2011-07-12 15:56:00,2011-12-09 12:19:00
22498,WOODEN REGATTA BUNTING,5.95,1141,6969.4400000000005,381,2010-02-03 13:09:00,2011-12-09 10:26:00
22845,VINTAGE CREAM CAT FOOD CONTAINER,6.35,1026,6967.9,394,2010-10-15 15:38:00,2011-12-09 10:26:00
22780,LIGHT GARLAND BUTTERFILES PINK,4.25,1850,6963.38,179,2010-10-22 11:07:00,2011-12-08 12:57:00
37448,CERAMIC CAKE DESIGN SPOTTED MUG,1.49,4640,6962.8,528,2009-12-01 14:19:00,2011-12-08 15:31:00
22377,BOTTLE BAG RETROSPOT,2.1,3623,6935.68,435,2010-01-26 11:33:00,2011-12-08 09:28:00
23254,CHILDRENS CUTLERY DOLLY GIRL,4.15,1710,6932.16,299,2011-04-07 11:30:00,2011-12-09 12:50:00
35004B,SET OF 3 BLACK FLYING DUCKS,5.79,1500,6932.150000000001,275,2009-12-01 09:06:00,2011-12-09 11:34:00
21563,RED HEART SHAPE LOVE BUCKET,2.95,2802,6931.790000000001,362,2009-12-02 14:43:00,2011-12-09 10:46:00
20973,12 PENCIL SMALL TUBE WOODLAND,0.65,10066,6930.47,658,2010-03-17 12:19:00,2011-12-09 10:03:00
22378,WALL TIDY RETROSPOT,2.1,3783,6924.5199999999995,546,2010-01-25 15:07:00,2011-12-09 10:26:00
21768,WALL MOUNTED VINTAGE ORGANISER,14.95,510,6924.04,163,2009-12-01 13:47:00,2010-11-15 09:32:00
22311,OFFICE MUG WARMER BLACK+SILVER,2.95,2154,6923.9,300,2009-12-01 14:28:00,2011-12-06 16:33:00
22085,PAPER CHAIN KIT SKULLS,2.95,2546,6907.47,230,2009-12-01 12:30:00,2011-12-09 10:03:00
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,9.95,747,6905.339999999999,270,2009-12-02 15:51:00,2011-12-09 10:20:00
23109,PACK OF SIX LED TEA LIGHTS,2.89,2401,6878.37,268,2011-05-11 12:43:00,2011-12-08 16:30:00
22575,METAL MERRY CHRISTMAS WREATH,1.95,3199,6876.45,330,2010-07-18 15:45:00,2011-12-05 16:03:00
37500,TEA TIME TEAPOT IN GIFT BOX,9.95,887,6869.719999999999,263,2009-12-01 12:33:00,2011-12-09 12:20:00
22431,WATERING CAN BLUE ELEPHANT,1.95,3406,6865.03,620,2010-02-22 10:24:00,2011-12-08 18:15:00
22430,ENAMEL WATERING CAN CREAM,4.95,1414,6861.1900000000005,356,2010-05-14 15:37:00,2011-12-08 12:07:00
23103,JINGLE BELL HEART DECORATION,1.65,4080,6859.359999999999,365,2011-05-11 12:44:00,2011-12-09 10:51:00
22746,POPPY'S PLAYHOUSE LIVINGROOM,2.1,2979,6858.92,564,2010-09-24 16:50:00,2011-12-08 16:30:00
47502,POLKADOT CUTLERY 24 PCS IN TRAY,12.75,640,6855.75,79,2009-12-09 09:42:00,2010-09-13 12:26:00
22059,CERAMIC STRAWBERRY DESIGN MUG,1.49,5084,6847.349999999999,458,2009-12-03 07:25:00,2011-12-09 11:20:00
23541,WALL ART CLASSIC PUDDINGS,8.25,872,6823.91,152,2011-10-02 14:37:00,2011-12-06 16:26:00
21989,PACK OF 20 SKULL PAPER NAPKINS,0.85,8584,6822.88,654,2009-12-01 09:08:00,2011-12-09 10:26:00
47599B,BLUE PARTY BAGS,2.1,3568,6822.14,286,2010-01-11 09:53:00,2011-12-02 16:04:00
85175,CACTI T-LIGHT CANDLES,0.42,15922,6808.38,442,2009-12-01 13:47:00,2011-11-28 11:18:00
22898,CHILDRENS APRON APPLES DESIGN,1.95,3263,6805.23,471,2010-09-26 12:51:00,2011-12-09 10:23:00
23297,SET 40 HEART SHAPE PETIT FOUR CASES,1.65,4303,6792.23,161,2011-07-12 15:56:00,2011-11-22 16:47:00
22432,WATERING CAN PINK BUNNY,1.95,3559,6792.11,517,2010-02-18 15:19:00,2011-12-08 18:15:00
23008,DOLLY GIRL BABY GIFT SET,16.95,435,6753.509999999999,133,2011-03-09 15:20:00,2011-12-08 16:30:00
23229,VINTAGE DONKEY TAIL GAME,3.75,1869,6739.71,256,2011-06-14 12:09:00,2011-12-09 12:16:00
22221,CAKE STAND LOVEBIRD 2 TIER PINK,9.95,907,6732.66,156,2009-12-17 13:15:00,2011-12-08 12:50:00
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,0.85,8319,6730.55,631,2010-07-19 12:22:00,2011-12-08 16:30:00
22526,WHEELBARROW FOR CHILDREN,12.75,546,6727.91,207,2010-03-26 13:05:00,2011-12-09 10:26:00
23480,MINI LIGHTS WOODLAND MUSHROOMS,3.75,1800,6726.64,215,2011-10-19 15:09:00,2011-12-09 12:19:00
23247,BISCUIT TIN 50'S CHRISTMAS,2.89,2206,6715.93,309,2011-06-08 13:09:00,2011-12-09 10:03:00
21592,RETROSPOT CIGAR BOX MATCHES,1.25,5991,6695.35,476,2009-12-01 10:06:00,2011-12-08 14:39:00
22080,RIBBON REEL SPOTS DESIGN,1.65,3987,6685.13,519,2009-12-01 11:41:00,2011-12-09 12:16:00
85047,WHITE BEADED GARLAND STRING 20LIGHT,6.35,1054,6683.379999999999,236,2009-12-01 13:07:00,2011-01-27 15:36:00
23169,CLASSIC GLASS COOKIE JAR,4.15,1558,6671.14,314,2011-05-12 10:10:00,2011-12-06 17:49:00
21494,ROTATING LEAVES T-LIGHT HOLDER,1.66,3932,6670.58,501,2009-12-01 14:28:00,2011-12-09 10:26:00
85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,5.95,1919,6670.4,90,2009-12-01 11:37:00,2010-03-29 14:19:00
85068,CREAM SWEETHEART SHELF + HOOKS,7.95,961,6655.1900000000005,197,2009-12-01 14:19:00,2010-11-15 09:32:00
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1.65,4049,6638.249999999999,342,2009-12-10 14:46:00,2011-12-07 14:34:00
22142,CHRISTMAS CRAFT WHITE FAIRY,1.45,4419,6637.04,503,2009-12-01 09:06:00,2011-12-09 10:26:00
21240,BLUE POLKADOT CUP,0.85,7643,6600.87,769,2009-12-01 11:45:00,2011-12-08 11:21:00
16156S,WRAP PINK FAIRY CAKES,0.42,16761,6600.62,419,2009-12-01 18:35:00,2011-12-08 12:29:00
79067,CORONA MEXICAN TRAY,3.75,1662,6593.83,396,2009-12-01 12:02:00,2010-12-21 15:20:00
84968A,SET OF 16 VINTAGE ROSE CUTLERY,12.75,533,6589.08,204,2009-12-03 14:39:00,2011-12-04 15:13:00
22849,BREAD BIN DINER STYLE MINT,16.95,419,6577.03,162,2010-10-14 09:44:00,2011-10-20 10:41:00
22833,HALL CABINET WITH 3 DRAWERS,49.95,193,6567.169999999999,13,2010-11-04 18:40:00,2011-02-03 11:39:00
21201,TROPICAL  HONEYCOMB PAPER GARLAND,2.55,2757,6560.47,235,2009-12-01 14:55:00,2011-12-09 10:03:00
15060B,FAIRY CAKE DESIGN UMBRELLA,3.75,1438,6558.58,449,2009-12-03 13:32:00,2011-11-18 14:14:00
22332,SKULLS PARTY BAG + STICKER SET,1.65,4178,6553.549999999999,381,2009-12-03 12:28:00,2011-12-05 09:03:00
22364,GLASS JAR DIGESTIVE BISCUITS,2.95,2067,6548.8,340,2010-03-15 17:29:00,2011-12-08 19:28:00
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,0.83,13429,6534.73,768,2010-07-18 11:31:00,2011-12-09 10:03:00
21500,PINK POLKADOT WRAP,0.42,16150,6521.0,492,2009-12-01 11:51:00,2011-12-05 09:03:00
21239,PINK  POLKADOT CUP,0.85,7457,6520.64,751,2009-12-01 11:45:00,2011-12-09 10:26:00
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,1.25,6371,6515.599999999999,438,2010-07-16 15:26:00,2011-12-09 10:51:00
22065,CHRISTMAS PUDDING TRINKET POT,1.45,8786,6504.24,456,2009-12-01 09:28:00,2011-12-09 10:03:00
22148,EASTER CRAFT 4 CHICKS,1.95,3247,6499.79,299,2009-12-02 11:24:00,2011-12-04 11:50:00
23311,VINTAGE CHRISTMAS STOCKING,2.55,2390,6488.2,344,2011-07-14 13:28:00,2011-12-09 10:26:00
47559B,TEA TIME OVEN GLOVE,1.25,5232,6469.29,701,2009-12-08 11:22:00,2011-12-09 10:03:00
23553,LANDMARK FRAME CAMDEN TOWN,12.5,569,6457.15,68,2011-10-20 10:04:00,2011-12-08 18:43:00
23188,VINTAGE  2 METER FOLDING RULER,1.65,3473,6451.07,333,2011-06-14 09:43:00,2011-12-09 10:03:00
22783,SET 3 WICKER OVAL BASKETS W LIDS,19.95,489,6443.95,45,2010-10-26 08:11:00,2011-06-14 11:28:00
23571,TRADITIONAL NAUGHTS & CROSSES,1.65,2859,6436.61,257,2011-10-21 14:23:00,2011-12-09 10:03:00
23134,LARGE ZINC HEART WALL ORGANISER,8.25,1065,6431.110000000001,38,2011-04-20 13:18:00,2011-09-18 14:56:00
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2.95,2327,6426.860000000001,356,2009-12-01 10:49:00,2011-12-08 10:39:00
22848,BREAD BIN DINER STYLE PINK,16.95,399,6409.7,151,2010-10-14 17:59:00,2011-10-30 13:51:00
22906,12 MESSAGE CARDS WITH ENVELOPES,1.65,3469,6405.54,445,2010-09-19 13:05:00,2011-12-09 12:20:00
22979,PANTRY WASHING UP BRUSH,1.45,4097,6401.969999999999,381,2011-03-02 08:26:00,2011-12-09 10:03:00
22582,PACK OF 6 SWEETIE GIFT BOXES,2.55,2544,6390.91,295,2010-03-10 12:51:00,2011-12-08 11:43:00
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,0.85,7465,6389.42,722,2009-12-01 11:51:00,2011-03-03 16:22:00
23307,SET OF 60 PANTRY DESIGN CAKE CASES,0.55,12063,6379.59,629,2011-06-03 12:07:00,2011-12-09 10:03:00
22460,EMBOSSED GLASS TEALIGHT HOLDER,1.25,4834,6372.7,376,2010-03-08 12:40:00,2011-12-09 12:31:00
23172,REGENCY TEA PLATE PINK,1.65,3871,6360.909999999999,305,2011-05-10 10:34:00,2011-12-09 10:26:00
22185,SLATE TILE NATURAL HANGING,1.65,3968,6338.03,462,2009-12-01 12:13:00,2011-12-09 11:26:00
22435,SET OF 9 HEART SHAPED BALLOONS,1.25,5029,6330.24,537,2010-04-08 11:16:00,2011-12-07 13:38:00
22830,UTILTY CABINET WITH HOOKS,26.95,309,6324.05,18,2010-10-22 12:26:00,2011-01-16 13:25:00
84884A,ANT WHITE WIRE HEART SPIRAL,3.95,1722,6312.62,312,2009-12-01 11:37:00,2011-12-06 16:26:00
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,4.95,1066,6292.01,383,2009-12-02 11:31:00,2011-12-09 10:26:00
22196,SMALL HEART MEASURING SPOONS,0.85,6734,6288.049999999999,981,2009-12-01 12:30:00,2011-12-09 10:26:00
22855,FINE WICKER HEART,1.25,5020,6274.05,427,2010-09-15 12:48:00,2011-08-30 16:43:00
21730,GLASS STAR FROSTED T-LIGHT HOLDER,4.95,1278,6273.4400000000005,293,2009-12-01 12:13:00,2011-12-07 16:56:00
72802C,VANILLA SCENT CANDLE JEWELLED BOX,4.25,2228,6251.44,269,2009-12-01 14:28:00,2011-11-04 14:07:00
21584,RETROSPOT SMALL TUBE MATCHES,1.65,3876,6246.599999999999,352,2009-12-01 11:34:00,2011-12-07 12:21:00
20751,FUNKY WASHING UP GLOVES ASSORTED,2.1,2941,6241.68,471,2009-12-01 10:52:00,2011-12-04 12:32:00
21714,CITRONELLA CANDLE GARDEN POT,1.25,4324,6236.16,522,2009-12-07 12:08:00,2011-12-09 10:23:00
84832,ZINC WILLIE WINKIE  CANDLE STICK,0.85,6888,6233.23,630,2009-12-01 11:50:00,2011-12-09 12:31:00
85178,VICTORIAN SEWING KIT,1.25,5628,6218.32,313,2009-12-01 09:46:00,2011-12-09 10:03:00
21078,SET/20 STRAWBERRY PAPER NAPKINS,0.85,7242,6213.389999999999,741,2009-12-02 11:34:00,2011-10-13 14:33:00
22222,CAKE PLATE LOVEBIRD WHITE,4.95,1499,6210.34,403,2009-12-01 11:45:00,2011-12-08 16:30:00
22826,LOVE SEAT ANTIQUE WHITE METAL,85.0,58,6210.0,41,2010-12-10 15:45:00,2011-11-23 12:13:00
21499,BLUE POLKADOT WRAP,0.42,15452,6207.84,460,2009-12-01 13:41:00,2011-12-08 12:29:00
21586,KINGS CHOICE GIANT TUBE MATCHES,2.55,2664,6203.7,238,2009-12-01 09:46:00,2011-11-07 11:16:00
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,1.25,4580,6192.61,314,2010-10-17 11:23:00,2011-12-08 09:28:00
21591,COSY HOUR CIGAR BOX MATCHES,1.25,4124,6185.58,365,2009-12-01 11:57:00,2011-12-09 11:34:00
22167,OVAL WALL MIRROR DIAMANTE,9.95,697,6154.3099999999995,303,2009-12-01 17:19:00,2011-12-09 10:03:00
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1.65,3533,6142.289999999999,345,2011-05-10 09:58:00,2011-12-08 12:07:00
22331,WOODLAND PARTY BAG + STICKER SET,1.65,3732,6135.5,437,2009-12-02 12:32:00,2011-12-09 11:59:00
22737,RIBBON REEL CHRISTMAS PRESENT,1.65,3412,6131.72,493,2010-09-16 12:20:00,2011-12-08 11:25:00
21667,GLASS CAKE COVER AND PLATE,16.95,354,6126.25,163,2009-12-03 16:12:00,2011-01-12 12:31:00
22841,ROUND CAKE TIN VINTAGE GREEN,7.95,784,6114.280000000001,306,2010-10-13 16:17:00,2011-12-08 12:07:00
23118,PARISIENNE JEWELLERY DRAWER,7.5,813,6102.18,258,2011-05-10 15:05:00,2011-12-09 10:03:00
22361,GLASS JAR DAISY FRESH COTTON WOOL,2.95,1857,6089.42,496,2010-03-15 17:29:00,2011-12-09 10:03:00
21918,SET 12 KIDS COLOUR  CHALK STICKS,0.42,14747,6084.24,788,2009-12-01 12:13:00,2011-12-09 12:16:00
22491,PACK OF 12 COLOURED PENCILS,0.85,7554,6067.87,390,2010-05-06 10:28:00,2011-12-09 09:38:00
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2.1,2905,6057.64,382,2009-12-01 12:57:00,2011-12-09 12:25:00
21832,CHOCOLATE CALCULATOR,1.65,3439,6034.19,459,2009-12-01 11:45:00,2011-12-09 10:03:00
22045,SPACEBOY GIFT WRAP,0.42,14667,6034.14,473,2009-12-04 08:40:00,2011-12-08 12:29:00
23526,WALL ART DOG LICENCE,5.95,1012,6021.4,143,2011-10-03 11:01:00,2011-12-09 10:03:00
21407,BROWN CHECK CAT DOORSTOP,4.25,1317,6014.84,453,2009-12-01 12:14:00,2011-11-22 11:18:00
23296,SET OF 6 TEA TIME BAKING CASES,1.25,4981,5988.05,378,2011-07-12 15:56:00,2011-12-08 19:57:00
21452,TOADSTOOL MONEY BOX,2.95,1952,5984.360000000001,408,2010-03-18 13:10:00,2011-12-08 16:30:00
23312,VINTAGE CHRISTMAS GIFT SACK,4.15,1424,5968.3,214,2011-07-17 13:25:00,2011-12-09 10:26:00
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2.1,2853,5966.250000000001,408,2010-11-21 13:46:00,2011-12-09 10:03:00
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,3.75,1535,5962.14,404,2009-12-01 13:29:00,2011-12-08 16:30:00
23052,RECYCLED ACAPULCO MAT TURQUOISE,8.25,654,5949.34,278,2011-03-04 13:58:00,2011-12-09 10:03:00
22899,CHILDREN'S APRON DOLLY GIRL,2.1,2841,5939.990000000001,421,2010-09-26 12:51:00,2011-12-09 12:50:00
21313,GLASS HEART T-LIGHT HOLDER,0.85,6889,5926.549999999999,415,2009-12-01 13:29:00,2011-12-09 12:00:00
22660,DOORMAT I LOVE LONDON,7.95,891,5924.93,194,2010-06-28 13:53:00,2011-12-07 12:48:00
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2.1,2726,5910.21,472,2010-03-23 11:13:00,2011-12-09 10:03:00
22951,60 CAKE CASES DOLLY GIRL DESIGN,0.55,11232,5909.85,634,2010-09-19 12:15:00,2011-12-09 10:03:00
23154,SET OF 4 JAM JAR MAGNETS,2.08,2732,5907.360000000001,235,2011-03-25 11:01:00,2011-12-07 15:16:00
48197,DOOR MAT BIRD ON THE WIRE,7.49,898,5905.64,225,2009-12-01 13:29:00,2010-07-28 15:14:00
22241,GARLAND WOODEN HAPPY EASTER,1.25,4379,5899.92,474,2009-12-01 09:57:00,2011-11-23 10:39:00
22200,FRYING PAN PINK POLKADOT,4.25,1317,5882.61,357,2009-12-01 14:56:00,2011-12-09 11:20:00
85132C,CHARLIE AND LOLA FIGURES TINS,5.79,2069,5881.19,302,2009-12-01 09:24:00,2011-09-02 09:38:00
23113,PANTRY CHOPPING BOARD,4.95,1154,5868.5,57,2011-09-16 10:02:00,2011-12-08 09:28:00
22971,QUEENS GUARD COFFEE MUG,2.55,2431,5849.29,272,2010-12-16 10:52:00,2011-12-08 12:30:00
21988,PACK OF 6 SKULL PAPER PLATES,0.85,7855,5848.679999999999,416,2009-12-06 13:07:00,2011-12-06 14:23:00
23485,BOTANICAL GARDENS WALL CLOCK,25.0,262,5843.92,83,2011-10-20 14:51:00,2011-12-08 17:37:00
21577,SAVE THE PLANET COTTON TOTE BAG,2.25,2593,5827.87,464,2009-12-01 12:13:00,2011-12-08 16:30:00
22119,PEACE WOODEN BLOCK LETTERS,6.95,938,5825.77,340,2009-12-01 09:06:00,2011-12-09 08:39:00
37495,FAIRY CAKE BIRTHDAY CANDLE SET,3.75,1581,5811.35,330,2009-12-04 09:43:00,2011-12-08 13:25:00
22115,METAL SIGN EMPIRE TEA,2.95,2913,5786.620000000001,500,2009-12-01 11:45:00,2011-12-08 15:31:00
